Symbol: TSLA, Price: 251.16, Time: 1407490200000
Symbol: TSLA, Price: 250.35, Time: 1407490260000
Symbol: TSLA, Price: 250.0, Time: 1407490320000
Symbol: TSLA, Price: 251.6, Time: 1407490380000
Symbol: TSLA, Price: 250.55, Time: 1407490440000
Symbol: TSLA, Price: 250.7965, Time: 1407490500000
Symbol: TSLA, Price: 250.3, Time: 1407490560000
Symbol: TSLA, Price: 250.62, Time: 1407490620000
Symbol: TSLA, Price: 250.94, Time: 1407490680000
Symbol: TSLA, Price: 250.6001, Time: 1407490740000
Symbol: TSLA, Price: 250.195, Time: 1407490800000
Symbol: TSLA, Price: 249.5, Time: 1407490860000
Symbol: TSLA, Price: 249.0703, Time: 1407490920000
Symbol: TSLA, Price: 248.98, Time: 1407490980000
Symbol: TSLA, Price: 249.89, Time: 1407491040000
Symbol: TSLA, Price: 249.13, Time: 1407491100000
Symbol: TSLA, Price: 249.34, Time: 1407491160000
Symbol: TSLA, Price: 249.01, Time: 1407491220000
Symbol: TSLA, Price: 248.98, Time: 1407491280000
Symbol: TSLA, Price: 248.612, Time: 1407491340000
Symbol: TSLA, Price: 248.88, Time: 1407491400000
Symbol: TSLA, Price: 249.228, Time: 1407491460000
Symbol: TSLA, Price: 249.55, Time: 1407491520000
Symbol: TSLA, Price: 249.42, Time: 1407491580000
Symbol: TSLA, Price: 249.04, Time: 1407491640000
Symbol: TSLA, Price: 248.61, Time: 1407491700000
Symbol: TSLA, Price: 248.79, Time: 1407491760000
Symbol: TSLA, Price: 248.1701, Time: 1407491820000
Symbol: TSLA, Price: 249.0, Time: 1407491880000
Symbol: TSLA, Price: 248.82, Time: 1407491940000
Symbol: TSLA, Price: 248.75, Time: 1407492000000
Symbol: TSLA, Price: 248.433, Time: 1407492060000
Symbol: TSLA, Price: 248.69, Time: 1407492120000
Symbol: TSLA, Price: 248.62, Time: 1407492180000
Symbol: TSLA, Price: 248.62, Time: 1407492240000
Symbol: TSLA, Price: 248.62, Time: 1407492300000
Symbol: TSLA, Price: 248.44, Time: 1407492360000
Symbol: TSLA, Price: 248.38, Time: 1407492420000
Symbol: TSLA, Price: 247.93, Time: 1407492480000
Symbol: TSLA, Price: 247.71, Time: 1407492540000
Symbol: TSLA, Price: 247.92, Time: 1407492600000
Symbol: TSLA, Price: 248.21, Time: 1407492660000
Symbol: TSLA, Price: 248.31, Time: 1407492720000
Symbol: TSLA, Price: 247.93, Time: 1407492780000
Symbol: TSLA, Price: 247.6, Time: 1407492840000
Symbol: TSLA, Price: 247.18, Time: 1407492900000
Symbol: TSLA, Price: 246.9, Time: 1407492960000
Symbol: TSLA, Price: 247.4169, Time: 1407493020000
Symbol: TSLA, Price: 247.23, Time: 1407493080000
Symbol: TSLA, Price: 247.454, Time: 1407493140000
Symbol: TSLA, Price: 247.275, Time: 1407493200000
Symbol: TSLA, Price: 247.301, Time: 1407493260000
Symbol: TSLA, Price: 247.41, Time: 1407493320000
Symbol: TSLA, Price: 247.3004, Time: 1407493380000
Symbol: TSLA, Price: 247.7499, Time: 1407493440000
Symbol: TSLA, Price: 247.81, Time: 1407493500000
Symbol: TSLA, Price: 247.65, Time: 1407493560000
Symbol: TSLA, Price: 247.4692, Time: 1407493620000
Symbol: TSLA, Price: 247.598, Time: 1407493680000
Symbol: TSLA, Price: 247.23, Time: 1407493740000
Symbol: TSLA, Price: 247.4, Time: 1407493800000
Symbol: TSLA, Price: 247.35, Time: 1407493860000
Symbol: TSLA, Price: 247.03, Time: 1407493920000
Symbol: TSLA, Price: 246.84, Time: 1407493980000
Symbol: TSLA, Price: 246.62, Time: 1407494040000
Symbol: TSLA, Price: 247.11, Time: 1407494100000
Symbol: TSLA, Price: 247.1, Time: 1407494160000
Symbol: TSLA, Price: 247.2, Time: 1407494220000
Symbol: TSLA, Price: 247.094, Time: 1407494280000
Symbol: TSLA, Price: 247.01, Time: 1407494340000
Symbol: TSLA, Price: 247.16, Time: 1407494400000
Symbol: TSLA, Price: 247.52, Time: 1407494460000
Symbol: TSLA, Price: 247.61, Time: 1407494520000
Symbol: TSLA, Price: 247.7899, Time: 1407494580000
Symbol: TSLA, Price: 248.075, Time: 1407494640000
Symbol: TSLA, Price: 248.08, Time: 1407494700000
Symbol: TSLA, Price: 248.418, Time: 1407494760000
Symbol: TSLA, Price: 248.55, Time: 1407494820000
Symbol: TSLA, Price: 248.13, Time: 1407494880000
Symbol: TSLA, Price: 248.65, Time: 1407494940000
Symbol: TSLA, Price: 248.6099, Time: 1407495000000
Symbol: TSLA, Price: 248.5, Time: 1407495060000
Symbol: TSLA, Price: 248.4, Time: 1407495120000
Symbol: TSLA, Price: 248.5, Time: 1407495180000
Symbol: TSLA, Price: 248.7575, Time: 1407495240000
Symbol: TSLA, Price: 248.3, Time: 1407495300000
Symbol: TSLA, Price: 248.54, Time: 1407495360000
Symbol: TSLA, Price: 248.5299, Time: 1407495420000
Symbol: TSLA, Price: 248.4, Time: 1407495480000
Symbol: TSLA, Price: 248.19, Time: 1407495540000
Symbol: TSLA, Price: 248.106, Time: 1407495600000
Symbol: TSLA, Price: 248.04, Time: 1407495660000
Symbol: TSLA, Price: 248.19, Time: 1407495720000
Symbol: TSLA, Price: 248.03, Time: 1407495780000
Symbol: TSLA, Price: 248.28, Time: 1407495840000
Symbol: TSLA, Price: 248.5, Time: 1407495900000
Symbol: TSLA, Price: 248.5812, Time: 1407495960000
Symbol: TSLA, Price: 248.49, Time: 1407496020000
Symbol: TSLA, Price: 248.544, Time: 1407496080000
Symbol: TSLA, Price: 248.36, Time: 1407496140000
Symbol: TSLA, Price: 248.0, Time: 1407496200000
Symbol: TSLA, Price: 248.303, Time: 1407496260000
Symbol: TSLA, Price: 248.504, Time: 1407496320000
Symbol: TSLA, Price: 248.575, Time: 1407496380000
Symbol: TSLA, Price: 248.66, Time: 1407496440000
Symbol: TSLA, Price: 248.3884, Time: 1407496500000
Symbol: TSLA, Price: 248.4061, Time: 1407496560000
Symbol: TSLA, Price: 248.38, Time: 1407496620000
Symbol: TSLA, Price: 248.42, Time: 1407496680000
Symbol: TSLA, Price: 248.36, Time: 1407496740000
Symbol: TSLA, Price: 248.25, Time: 1407496800000
Symbol: TSLA, Price: 248.12, Time: 1407496860000
Symbol: TSLA, Price: 248.0001, Time: 1407496920000
Symbol: TSLA, Price: 248.0701, Time: 1407496980000
Symbol: TSLA, Price: 247.704, Time: 1407497040000
Symbol: TSLA, Price: 247.82, Time: 1407497100000
Symbol: TSLA, Price: 248.05, Time: 1407497160000
Symbol: TSLA, Price: 248.2616, Time: 1407497220000
Symbol: TSLA, Price: 248.02, Time: 1407497280000
Symbol: TSLA, Price: 248.01, Time: 1407497340000
Symbol: TSLA, Price: 248.152, Time: 1407497400000
Symbol: TSLA, Price: 248.44, Time: 1407497460000
Symbol: TSLA, Price: 247.9993, Time: 1407497520000
Symbol: TSLA, Price: 247.95, Time: 1407497580000
Symbol: TSLA, Price: 247.84, Time: 1407497640000
Symbol: TSLA, Price: 247.91, Time: 1407497700000
Symbol: TSLA, Price: 247.948, Time: 1407497760000
Symbol: TSLA, Price: 247.61, Time: 1407497820000
Symbol: TSLA, Price: 247.6538, Time: 1407497880000
Symbol: TSLA, Price: 247.73, Time: 1407497940000
Symbol: TSLA, Price: 247.4, Time: 1407498000000
Symbol: TSLA, Price: 247.081, Time: 1407498060000
Symbol: TSLA, Price: 247.0176, Time: 1407498120000
Symbol: TSLA, Price: 246.95, Time: 1407498180000
Symbol: TSLA, Price: 247.064, Time: 1407498240000
Symbol: TSLA, Price: 246.91, Time: 1407498300000
Symbol: TSLA, Price: 247.34, Time: 1407498360000
Symbol: TSLA, Price: 247.29, Time: 1407498420000
Symbol: TSLA, Price: 247.06, Time: 1407498480000
Symbol: TSLA, Price: 246.84, Time: 1407498540000
Symbol: TSLA, Price: 246.92, Time: 1407498600000
Symbol: TSLA, Price: 246.8999, Time: 1407498660000
Symbol: TSLA, Price: 246.82, Time: 1407498720000
Symbol: TSLA, Price: 246.93, Time: 1407498780000
Symbol: TSLA, Price: 247.132, Time: 1407498840000
Symbol: TSLA, Price: 247.383, Time: 1407498900000
Symbol: TSLA, Price: 247.5462, Time: 1407498960000
Symbol: TSLA, Price: 247.77, Time: 1407499020000
Symbol: TSLA, Price: 247.9, Time: 1407499080000
Symbol: TSLA, Price: 247.99, Time: 1407499140000
Symbol: TSLA, Price: 247.94, Time: 1407499200000
Symbol: TSLA, Price: 247.9452, Time: 1407499260000
Symbol: TSLA, Price: 248.08, Time: 1407499320000
Symbol: TSLA, Price: 248.12, Time: 1407499380000
Symbol: TSLA, Price: 248.2, Time: 1407499440000
Symbol: TSLA, Price: 248.0801, Time: 1407499500000
Symbol: TSLA, Price: 248.03, Time: 1407499560000
Symbol: TSLA, Price: 247.9, Time: 1407499620000
Symbol: TSLA, Price: 247.9, Time: 1407499680000
Symbol: TSLA, Price: 247.61, Time: 1407499740000
Symbol: TSLA, Price: 247.57, Time: 1407499800000
Symbol: TSLA, Price: 247.5919, Time: 1407499860000
Symbol: TSLA, Price: 247.5, Time: 1407499920000
Symbol: TSLA, Price: 247.55, Time: 1407499980000
Symbol: TSLA, Price: 247.6843, Time: 1407500040000
Symbol: TSLA, Price: 247.716, Time: 1407500100000
Symbol: TSLA, Price: 247.78, Time: 1407500160000
Symbol: TSLA, Price: 247.56, Time: 1407500220000
Symbol: TSLA, Price: 247.49, Time: 1407500280000
Symbol: TSLA, Price: 247.7, Time: 1407500340000
Symbol: TSLA, Price: 247.82, Time: 1407500400000
Symbol: TSLA, Price: 247.894, Time: 1407500460000
Symbol: TSLA, Price: 247.91, Time: 1407500520000
Symbol: TSLA, Price: 247.6, Time: 1407500580000
Symbol: TSLA, Price: 247.71, Time: 1407500640000
Symbol: TSLA, Price: 247.6, Time: 1407500700000
Symbol: TSLA, Price: 247.65, Time: 1407500760000
Symbol: TSLA, Price: 247.02, Time: 1407500820000
Symbol: TSLA, Price: 247.19, Time: 1407500880000
Symbol: TSLA, Price: 247.16, Time: 1407500940000
Symbol: TSLA, Price: 247.32, Time: 1407501000000
Symbol: TSLA, Price: 247.174, Time: 1407501060000
Symbol: TSLA, Price: 247.24, Time: 1407501120000
Symbol: TSLA, Price: 247.3, Time: 1407501180000
Symbol: TSLA, Price: 247.22, Time: 1407501240000
Symbol: TSLA, Price: 246.98, Time: 1407501300000
Symbol: TSLA, Price: 247.15, Time: 1407501360000
Symbol: TSLA, Price: 247.145, Time: 1407501420000
Symbol: TSLA, Price: 247.19, Time: 1407501480000
Symbol: TSLA, Price: 246.99, Time: 1407501540000
Symbol: TSLA, Price: 247.41, Time: 1407501600000
Symbol: TSLA, Price: 247.35, Time: 1407501660000
Symbol: TSLA, Price: 247.42, Time: 1407501720000
Symbol: TSLA, Price: 247.54, Time: 1407501780000
Symbol: TSLA, Price: 247.54, Time: 1407501840000
Symbol: TSLA, Price: 247.44, Time: 1407501900000
Symbol: TSLA, Price: 247.33, Time: 1407501960000
Symbol: TSLA, Price: 247.21, Time: 1407502020000
Symbol: TSLA, Price: 247.14, Time: 1407502080000
Symbol: TSLA, Price: 247.3999, Time: 1407502140000
Symbol: TSLA, Price: 247.2, Time: 1407502200000
Symbol: TSLA, Price: 247.415, Time: 1407502260000
Symbol: TSLA, Price: 247.503, Time: 1407502320000
Symbol: TSLA, Price: 247.69, Time: 1407502380000
Symbol: TSLA, Price: 247.72, Time: 1407502440000
Symbol: TSLA, Price: 247.69, Time: 1407502500000
Symbol: TSLA, Price: 247.76, Time: 1407502560000
Symbol: TSLA, Price: 247.7499, Time: 1407502620000
Symbol: TSLA, Price: 247.75, Time: 1407502680000
Symbol: TSLA, Price: 247.755, Time: 1407502740000
Symbol: TSLA, Price: 247.7, Time: 1407502800000
Symbol: TSLA, Price: 247.3, Time: 1407502860000
Symbol: TSLA, Price: 247.32, Time: 1407502920000
Symbol: TSLA, Price: 247.44, Time: 1407502980000
Symbol: TSLA, Price: 247.4001, Time: 1407503040000
Symbol: TSLA, Price: 247.78, Time: 1407503100000
Symbol: TSLA, Price: 247.63, Time: 1407503160000
Symbol: TSLA, Price: 247.6772, Time: 1407503220000
Symbol: TSLA, Price: 247.542, Time: 1407503280000
Symbol: TSLA, Price: 247.7271, Time: 1407503340000
Symbol: TSLA, Price: 247.66, Time: 1407503400000
Symbol: TSLA, Price: 247.69, Time: 1407503460000
Symbol: TSLA, Price: 247.69, Time: 1407503520000
Symbol: TSLA, Price: 247.677, Time: 1407503580000
Symbol: TSLA, Price: 247.77, Time: 1407503640000
Symbol: TSLA, Price: 247.7, Time: 1407503700000
Symbol: TSLA, Price: 247.8, Time: 1407503760000
Symbol: TSLA, Price: 247.89, Time: 1407503820000
Symbol: TSLA, Price: 247.61, Time: 1407503880000
Symbol: TSLA, Price: 247.71, Time: 1407503940000
Symbol: TSLA, Price: 247.78, Time: 1407504000000
Symbol: TSLA, Price: 247.78, Time: 1407504060000
Symbol: TSLA, Price: 247.78, Time: 1407504120000
Symbol: TSLA, Price: 247.63, Time: 1407504180000
Symbol: TSLA, Price: 247.64, Time: 1407504240000
Symbol: TSLA, Price: 247.88, Time: 1407504300000
Symbol: TSLA, Price: 247.845, Time: 1407504360000
Symbol: TSLA, Price: 247.9, Time: 1407504420000
Symbol: TSLA, Price: 248.27, Time: 1407504480000
Symbol: TSLA, Price: 248.2816, Time: 1407504540000
Symbol: TSLA, Price: 248.33, Time: 1407504600000
Symbol: TSLA, Price: 248.87, Time: 1407504660000
Symbol: TSLA, Price: 248.741, Time: 1407504720000
Symbol: TSLA, Price: 248.86, Time: 1407504780000
Symbol: TSLA, Price: 248.98, Time: 1407504840000
Symbol: TSLA, Price: 249.518, Time: 1407504900000
Symbol: TSLA, Price: 249.7336, Time: 1407504960000
Symbol: TSLA, Price: 249.51, Time: 1407505020000
Symbol: TSLA, Price: 249.69, Time: 1407505080000
Symbol: TSLA, Price: 249.48, Time: 1407505140000
Symbol: TSLA, Price: 249.33, Time: 1407505200000
Symbol: TSLA, Price: 249.5, Time: 1407505260000
Symbol: TSLA, Price: 249.605, Time: 1407505320000
Symbol: TSLA, Price: 249.5999, Time: 1407505380000
Symbol: TSLA, Price: 249.5318, Time: 1407505440000
Symbol: TSLA, Price: 249.57, Time: 1407505500000
Symbol: TSLA, Price: 249.62, Time: 1407505560000
Symbol: TSLA, Price: 249.4501, Time: 1407505620000
Symbol: TSLA, Price: 249.4152, Time: 1407505680000
Symbol: TSLA, Price: 249.36, Time: 1407505740000
Symbol: TSLA, Price: 249.084, Time: 1407505800000
Symbol: TSLA, Price: 249.22, Time: 1407505860000
Symbol: TSLA, Price: 249.0379, Time: 1407505920000
Symbol: TSLA, Price: 248.8063, Time: 1407505980000
Symbol: TSLA, Price: 248.748, Time: 1407506040000
Symbol: TSLA, Price: 248.82, Time: 1407506100000
Symbol: TSLA, Price: 248.86, Time: 1407506160000
Symbol: TSLA, Price: 249.012, Time: 1407506220000
Symbol: TSLA, Price: 249.045, Time: 1407506280000
Symbol: TSLA, Price: 249.18, Time: 1407506340000
Symbol: TSLA, Price: 249.15, Time: 1407506400000
Symbol: TSLA, Price: 249.11, Time: 1407506460000
Symbol: TSLA, Price: 249.0, Time: 1407506520000
Symbol: TSLA, Price: 249.03, Time: 1407506580000
Symbol: TSLA, Price: 249.08, Time: 1407506640000
Symbol: TSLA, Price: 248.86, Time: 1407506700000
Symbol: TSLA, Price: 249.13, Time: 1407506760000
Symbol: TSLA, Price: 249.05, Time: 1407506820000
Symbol: TSLA, Price: 248.8, Time: 1407506880000
Symbol: TSLA, Price: 248.87, Time: 1407506940000
Symbol: TSLA, Price: 248.82, Time: 1407507000000
Symbol: TSLA, Price: 248.79, Time: 1407507060000
Symbol: TSLA, Price: 248.84, Time: 1407507120000
Symbol: TSLA, Price: 248.6901, Time: 1407507180000
Symbol: TSLA, Price: 248.78, Time: 1407507240000
Symbol: TSLA, Price: 248.805, Time: 1407507300000
Symbol: TSLA, Price: 248.81, Time: 1407507360000
Symbol: TSLA, Price: 249.0, Time: 1407507420000
Symbol: TSLA, Price: 249.03, Time: 1407507480000
Symbol: TSLA, Price: 249.1, Time: 1407507540000
Symbol: TSLA, Price: 249.25, Time: 1407507600000
Symbol: TSLA, Price: 249.13, Time: 1407507660000
Symbol: TSLA, Price: 249.1136, Time: 1407507720000
Symbol: TSLA, Price: 249.21, Time: 1407507780000
Symbol: TSLA, Price: 249.28, Time: 1407507840000
Symbol: TSLA, Price: 249.41, Time: 1407507900000
Symbol: TSLA, Price: 249.4, Time: 1407507960000
Symbol: TSLA, Price: 249.25, Time: 1407508020000
Symbol: TSLA, Price: 249.19, Time: 1407508080000
Symbol: TSLA, Price: 249.2968, Time: 1407508140000
Symbol: TSLA, Price: 249.22, Time: 1407508200000
Symbol: TSLA, Price: 249.13, Time: 1407508260000
Symbol: TSLA, Price: 249.241, Time: 1407508320000
Symbol: TSLA, Price: 249.266, Time: 1407508380000
Symbol: TSLA, Price: 249.4, Time: 1407508440000
Symbol: TSLA, Price: 249.1501, Time: 1407508500000
Symbol: TSLA, Price: 249.27, Time: 1407508560000
Symbol: TSLA, Price: 249.27, Time: 1407508620000
Symbol: TSLA, Price: 249.12, Time: 1407508680000
Symbol: TSLA, Price: 249.26, Time: 1407508740000
Symbol: TSLA, Price: 249.26, Time: 1407508800000
Symbol: TSLA, Price: 249.375, Time: 1407508860000
Symbol: TSLA, Price: 249.39, Time: 1407508920000
Symbol: TSLA, Price: 249.32, Time: 1407508980000
Symbol: TSLA, Price: 249.32, Time: 1407509040000
Symbol: TSLA, Price: 249.16, Time: 1407509100000
Symbol: TSLA, Price: 249.34, Time: 1407509160000
Symbol: TSLA, Price: 249.2, Time: 1407509220000
Symbol: TSLA, Price: 249.34, Time: 1407509280000
Symbol: TSLA, Price: 249.26, Time: 1407509340000
Symbol: TSLA, Price: 249.236, Time: 1407509400000
Symbol: TSLA, Price: 249.1492, Time: 1407509460000
Symbol: TSLA, Price: 249.035, Time: 1407509520000
Symbol: TSLA, Price: 248.9613, Time: 1407509580000
Symbol: TSLA, Price: 248.82, Time: 1407509640000
Symbol: TSLA, Price: 248.8348, Time: 1407509700000
Symbol: TSLA, Price: 248.77, Time: 1407509760000
Symbol: TSLA, Price: 248.5, Time: 1407509820000
Symbol: TSLA, Price: 248.32, Time: 1407509880000
Symbol: TSLA, Price: 248.27, Time: 1407509940000
Symbol: TSLA, Price: 248.08, Time: 1407510000000
Symbol: TSLA, Price: 248.28, Time: 1407510060000
Symbol: TSLA, Price: 248.41, Time: 1407510120000
Symbol: TSLA, Price: 248.5884, Time: 1407510180000
Symbol: TSLA, Price: 248.34, Time: 1407510240000
Symbol: TSLA, Price: 248.47, Time: 1407510300000
Symbol: TSLA, Price: 248.5968, Time: 1407510360000
Symbol: TSLA, Price: 248.43, Time: 1407510420000
Symbol: TSLA, Price: 248.29, Time: 1407510480000
Symbol: TSLA, Price: 248.38, Time: 1407510540000
Symbol: TSLA, Price: 248.35, Time: 1407510600000
Symbol: TSLA, Price: 248.02, Time: 1407510660000
Symbol: TSLA, Price: 248.26, Time: 1407510720000
Symbol: TSLA, Price: 248.265, Time: 1407510780000
Symbol: TSLA, Price: 248.11, Time: 1407510840000
Symbol: TSLA, Price: 248.08, Time: 1407510900000
Symbol: TSLA, Price: 248.42, Time: 1407510960000
Symbol: TSLA, Price: 248.19, Time: 1407511020000
Symbol: TSLA, Price: 248.16, Time: 1407511080000
Symbol: TSLA, Price: 248.1, Time: 1407511140000
Symbol: TSLA, Price: 248.23, Time: 1407511200000
Symbol: TSLA, Price: 248.45, Time: 1407511260000
Symbol: TSLA, Price: 248.2801, Time: 1407511320000
Symbol: TSLA, Price: 248.2201, Time: 1407511380000
Symbol: TSLA, Price: 248.08, Time: 1407511440000
Symbol: TSLA, Price: 248.2, Time: 1407511500000
Symbol: TSLA, Price: 248.195, Time: 1407511560000
Symbol: TSLA, Price: 248.3368, Time: 1407511620000
Symbol: TSLA, Price: 248.4, Time: 1407511680000
Symbol: TSLA, Price: 248.62, Time: 1407511740000
Symbol: TSLA, Price: 248.3621, Time: 1407511800000
Symbol: TSLA, Price: 248.505, Time: 1407511860000
Symbol: TSLA, Price: 248.59, Time: 1407511920000
Symbol: TSLA, Price: 248.66, Time: 1407511980000
Symbol: TSLA, Price: 248.54, Time: 1407512040000
Symbol: TSLA, Price: 248.29, Time: 1407512100000
Symbol: TSLA, Price: 248.52, Time: 1407512160000
Symbol: TSLA, Price: 248.6109, Time: 1407512220000
Symbol: TSLA, Price: 248.81, Time: 1407512280000
Symbol: TSLA, Price: 248.76, Time: 1407512340000
Symbol: TSLA, Price: 248.81, Time: 1407512400000
Symbol: TSLA, Price: 248.9055, Time: 1407512460000
Symbol: TSLA, Price: 248.77, Time: 1407512520000
Symbol: TSLA, Price: 248.69, Time: 1407512580000
Symbol: TSLA, Price: 248.87, Time: 1407512640000
Symbol: TSLA, Price: 248.96, Time: 1407512700000
Symbol: TSLA, Price: 249.18, Time: 1407512760000
Symbol: TSLA, Price: 249.15, Time: 1407512820000
Symbol: TSLA, Price: 249.02, Time: 1407512880000
Symbol: TSLA, Price: 248.99, Time: 1407512940000
Symbol: TSLA, Price: 248.84, Time: 1407513000000
Symbol: TSLA, Price: 248.54, Time: 1407513060000
Symbol: TSLA, Price: 248.53, Time: 1407513120000
Symbol: TSLA, Price: 248.5, Time: 1407513180000
Symbol: TSLA, Price: 248.26, Time: 1407513240000
Symbol: TSLA, Price: 248.29, Time: 1407513300000
Symbol: TSLA, Price: 248.51, Time: 1407513360000
Symbol: TSLA, Price: 248.45, Time: 1407513420000
Symbol: TSLA, Price: 248.6001, Time: 1407513480000
Symbol: TSLA, Price: 248.44, Time: 1407513540000
